"","country_territory_area","date_start","npi_label","stage_label"
"271","Australia","01/05/2020","8.1_Other measures__Legal and policy regulations","phase-out/finish"
"272","Australia","01/05/2020","8.1_Other measures__Legal and policy regulations","phase-out/finish"
"273","Australia","14/07/2020","4.5.4_Social and physical distancing measures_Domestic travel_Closing internal land borders","new"
"274","Australia","21/03/2020","4.5.3_Social and physical distancing measures_Domestic travel_Restricting entry","new"
"275","Australia","16/05/2020","4.5.2_Social and physical distancing measures_Domestic travel_Stay-at-home order","modification/extension"
"276","Australia","02/04/2020","4.5.1_Social and physical distancing measures_Domestic travel_Suspending or restricting movement","modification/extension"
"277","Australia","05/05/2020","4.5.1_Social and physical distancing measures_Domestic travel_Suspending or restricting movement","modification/extension"
"278","Australia","12/06/2020","4.3.3_Social and physical distancing measures_Gatherings, businesses and services_Cancelling, closing, restricting or adapting public gatherings outside the home","modification/extension"
"279","Australia","23/06/2020","4.3.4_Social and physical distancing measures_Gatherings, businesses and services_Cancelling, restricting or adapting mass gatherings","phase-out/finish"
"280","Australia","30/05/2020","4.3.2_Social and physical distancing measures_Gatherings, businesses and services_Cancelling, restricting or adapting private gatherings outside the home","phase-out/finish"
"281","Australia","25/05/2020","4.1.2_Social and physical distancing measures_School measures_Closing","phase-out/finish"
"282","Australia","20/03/2020","4.4.2_Social and physical distancing measures_Special populations_Protecting populations in closed settings","new"
"283","Australia","10/05/2020","4.4.2_Social and physical distancing measures_Special populations_Protecting populations in closed settings","modification/extension"
"284","Australia","31/03/2020","4.4.1_Social and physical distancing measures_Special populations_Shielding vulnerable groups","new"
"285","Australia","16/07/2020","3.1.1_Surveillance and response measures_Detecting and isolating cases_Passive case detection","modification/extension"
"286","Australia","19/06/2020","3.2.1_Surveillance and response measures_Tracing and quarantining contacts_Contact tracing","modification/extension"
"287","Australia","28/03/2020","3.2.2_Surveillance and response measures_Tracing and quarantining contacts_Quarantine of contacts","new"
"288","Australia","03/08/2020","4.5.2_Social and physical distancing measures_Domestic travel_Stay-at-home order","new"
"289","Australia","09/07/2020","4.5.1_Social and physical distancing measures_Domestic travel_Suspending or restricting movement","modification/extension"
"290","Australia","03/08/2020","4.2.2_Social and physical distancing measures_Offices, businesses, institutions and operations_Closing","modification/extension"
"291","Australia","19/07/2020","1.4_Individual measures__Wearing a mask","new"
"292","Australia","08/07/2020","4.5.2_Social and physical distancing measures_Domestic travel_Stay-at-home order","modification/extension"
"293","Australia","08/07/2020","4.5.1_Social and physical distancing measures_Domestic travel_Suspending or restricting movement","new"
"294","Australia","08/07/2020","4.3.2_Social and physical distancing measures_Gatherings, businesses and services_Cancelling, restricting or adapting private gatherings outside the home","new"
"295","Australia","20/07/2020","4.1.2_Social and physical distancing measures_School measures_Closing","modification/extension"
"296","Australia","08/07/2020","4.5.2_Social and physical distancing measures_Domestic travel_Stay-at-home order","new"
"297","Australia","21/07/2020","4.5.4_Social and physical distancing measures_Domestic travel_Closing internal land borders","modification/extension"
"298","Australia","13/07/2020","5.5_International travel measures__Entry screening and isolation or quarantine","new"
"299","Australia","01/07/2020","4.5.2_Social and physical distancing measures_Domestic travel_Stay-at-home order","new"
"300","Australia","01/07/2020","4.5.1_Social and physical distancing measures_Domestic travel_Suspending or restricting movement","new"
"301","Australia","01/07/2020","4.3.4_Social and physical distancing measures_Gatherings, businesses and services_Cancelling, restricting or adapting mass gatherings","new"
"302","Australia","01/07/2020","4.3.2_Social and physical distancing measures_Gatherings, businesses and services_Cancelling, restricting or adapting private gatherings outside the home","new"
"303","Australia","01/07/2020","4.2.2_Social and physical distancing measures_Offices, businesses, institutions and operations_Closing","new"
"304","Australia","31/03/2020","8.1_Other measures__Legal and policy regulations","new"
"305","Australia","18/05/2020","4.5.1_Social and physical distancing measures_Domestic travel_Suspending or restricting movement","new"
"306","Australia","30/07/2020","4.3.1_Social and physical distancing measures_Gatherings, businesses and services_Restricting private gatherings at home","new"
"307","Australia","20/07/2020","4.1.2_Social and physical distancing measures_School measures_Closing","new"
"308","Australia","08/05/2020","4.3.2_Social and physical distancing measures_Gatherings, businesses and services_Cancelling, restricting or adapting private gatherings outside the home","phase-out/finish"
"309","Australia","30/05/2020","4.2.1_Social and physical distancing measures_Offices, businesses, institutions and operations_Adapting","phase-out/finish"
"310","Australia","17/07/2020","3.1.3_Surveillance and response measures_Detecting and isolating cases_Isolation","modification/extension"
"311","Australia","08/07/2020","4.2.2_Social and physical distancing measures_Offices, businesses, institutions and operations_Closing","modification/extension"
"312","Australia","20/07/2020","1.4_Individual measures__Wearing a mask","new"
"313","Australia","29/03/2020","5.8_International travel measures__Suspending or restricting international ferries or ships","new"
"314","Australia","07/08/2020","5.7_International travel measures__Suspending or restricting international flights","modification/extension"
"315","Australia","08/04/2020","8.1_Other measures__Legal and policy regulations","new"
"316","Australia","08/07/2020","4.5.4_Social and physical distancing measures_Domestic travel_Closing internal land borders","modification/extension"
"317","Australia","08/07/2020","4.5.3_Social and physical distancing measures_Domestic travel_Restricting entry","modification/extension"
"318","Australia","31/03/2020","4.5.2_Social and physical distancing measures_Domestic travel_Stay-at-home order","new"
"319","Australia","15/05/2020","4.5.2_Social and physical distancing measures_Domestic travel_Stay-at-home order","phase-out/finish"
"320","Australia","01/06/2020","4.5.1_Social and physical distancing measures_Domestic travel_Suspending or restricting movement","phase-out/finish"
"321","Australia","01/07/2020","4.5.1_Social and physical distancing measures_Domestic travel_Suspending or restricting movement","phase-out/finish"
"322","Australia","07/07/2020","4.5.1_Social and physical distancing measures_Domestic travel_Suspending or restricting movement","new"
"323","Australia","20/07/2020","4.3.3_Social and physical distancing measures_Gatherings, businesses and services_Cancelling, closing, restricting or adapting public gatherings outside the home","modification/extension"
"324","Australia","01/07/2020","4.3.4_Social and physical distancing measures_Gatherings, businesses and services_Cancelling, restricting or adapting mass gatherings","phase-out/finish"
"325","Australia","14/07/2020","4.3.4_Social and physical distancing measures_Gatherings, businesses and services_Cancelling, restricting or adapting mass gatherings","new"
"326","Australia","01/07/2020","4.3.2_Social and physical distancing measures_Gatherings, businesses and services_Cancelling, restricting or adapting private gatherings outside the home","phase-out/finish"
"327","Australia","01/07/2020","4.3.1_Social and physical distancing measures_Gatherings, businesses and services_Restricting private gatherings at home","phase-out/finish"
"328","Australia","01/07/2020","4.2.1_Social and physical distancing measures_Offices, businesses, institutions and operations_Adapting","phase-out/finish"
"329","Australia","11/05/2020","4.1.1_Social and physical distancing measures_School measures_Adapting","phase-out/finish"
"330","Australia","02/04/2020","3.1.3_Surveillance and response measures_Detecting and isolating cases_Isolation","new"
"331","Australia","14/04/2020","3.1.1_Surveillance and response measures_Detecting and isolating cases_Passive case detection","new"
